하루가 또 가네요.	하루가 또 갔습니다.
지금처럼 현실을 인정하세요.	지금처럼 현실을 인정하시지 말입니다.
미련을 천천히 버려보세요.	미련을 천천히 버려보시지 말입니다.
마음을 천천히 보듬어 주세요.	마음을 천천히 보듬어 주시지 말입니다.
그녀밖에 알 수가 없죠.	그녀밖에 알 수가 없습니다.
사랑 진행으로 바뀌길 바랄게요.	사랑 진행으로 바뀌길 바랍니다.
뭐라고 하던가요.	뭐라고 하셨습니까.
그녀가 아니라는 걸 잊지 마세요.	그녀가 아니라는 걸 잊지 마시지 말입니다.
맘이 편치 않겠어요.	맘이 편치 않겠습니다.
고민하고 있다면 그게 맞을거예요.	고민하고 있다면 그게 맞을겁니다.
힘들겠지만 잘했어요.	힘들겠지만 잘하셨습니다.
시간이 도와줄 거예요.	시간이 도와줄 겁니다.
마음이 복잡한가요.	마음이 복잡하십니까.
SNS는 보지 않는 게 좋겠어요.	SNS는 보지 않는 게 좋겠습니다.
버릴 때 마음이 아프겠지만 버리는 게 좋을 거예요.	버릴 때 마음이 아프겠지만 버리는 게 좋을 겁니다.
싱숭생숭했겠네요.	싱숭생숭했겠습니다.
후폭풍은 누구에게나 올 거예요.	후폭풍은 누구에게나 올 겁니다.
마음도 잘 정리하고 오세요.	마음도 잘 정리하고 오시지 말입니다.
아무것도 남지 않는게 미련도 덜할 거예요.	아무것도 남지 않는게 미련도 덜할 겁니다.
허전한 마음이 들겠어요.	허전한 마음이 들겠습니다.
아픔 뒤에는 항상 깨달음이 있나봐요.	아픔 뒤에는 항상 깨달음이 있나봅니다.
이젠 그녀를 놓아주세요.	이젠 그녀를 놓아주시지 말입니다.
원하던게 아니었을텐데 씁쓸했겠어요.	원하던게 아니었을텐데 씁쓸했겠습니다.
흔들릴 수 밖에 없었겠네요.	흔들릴 수 밖에 없었겠습니다.
잘했어요.	잘하셨습니다.
소식 듣지 마세요.	소식 듣지 마시지 말입니다.
그런 소식에는 귀를 닫는게 맘편할 거예요.	그런 소식에는 귀를 닫는게 맘편할 겁니다.
너무 기대하지 말아요.	너무 기대하지 마시지 말입니다.
마음에서도 놓아주세요.	마음에서도 놓아주시지 말입니다.
가능할 거예요.	가능할 겁니다.
연락이 문제죠.	연락이 문제입니다.
365일 중에 하루일 뿐이에요.	365일 중에 하루일 뿐입니다.
많이 사랑했던 사람이었나요.	많이 사랑했던 사람이셨습니까.
기대를 내려놓으면 마음이 좀 더 편안해질 거예요.	기대를 내려놓으면 마음이 좀 더 편안해질 겁니다.
행복했길 바랄게요.	행복했길 바랍니다.
기억과 함께 묻어두는 건 어떨까요.	기억과 함께 묻어두는 건 어떻겠습니까.
항상 지나고 나서 깨닫게 되는 것 같아요.	항상 지나고 나서 깨닫게 되는 것 같습니다.
쉬운 결정은 아니었을거라 생각해요.	쉬운 결정은 아니었을거라 생각합니다.
그게 최선이었을 거라 생각해요.	그게 최선이었을 거라 생각합니다.
마음에서도 지워주세요.	마음에서도 지워주시지 말입니다.
후련한가봐요.	후련한가봅니다.
사랑한 만큼 아픔이 오죠.	사랑한 만큼 아픔이 옵니다.
그렇게 될 거예요.	그렇게 될 겁니다.
자책하지 마세요.	자책하지 마시지 말입니다.
기대하지 말고 기다리지도 마세요.	기대하지 말고 기다리지도 마시지 말입니다.
그렇게 무뎌지는가봐요.	그렇게 무뎌지는가봅니다.
이젠 기억을 놔주는 건 어떨까요.	이젠 기억을 놔주는 건 어떻겠습니까.
애잔한 기억.	애잔한 기억.
보고 싶은 그대.	보고 싶은 그대.
완전히 잊는다는건 사실 불가능하니까요.	완전히 잊는다는건 사실 불가능하지않습니까.
둘을 뗄 수 있나요.	둘을 뗄 수 있으십니까.
외로움을 피해 그리움을 선택했네요.	외로움을 피해 그리움을 선택하셨지 말입니다.
무서운 생각하지마세요.	무서운 생각하지마시지 말입니다.
툭툭 털고 일어나세요.	툭툭 털고 일어나시지 말입니다.
그랬었지 하고 추억하는 날이 올 거예요.	그랬었지 하고 추억하는 날이 올 겁니다.
이불킥 하고 말 했던 사실 조차 잊어버리세요.	이불킥 하고 말 했던 사실 조차 잊어버리시지 말입니다.
사소하면서도 아련한 소원이네요.	사소하면서도 아련한 소원이십니다.
그런 생각은 자신을 더 괴롭게 할 뿐이에요.	그런 생각은 자신을 더 괴롭게 할 뿐입니다.
신경쓰지 마세요.	신경쓰지 마시지 말입니다.
다른 생각들을 해보세요.	다른 생각들을 해보시지 말입니다.
자신이 편하고 즐거울 수 있는 방법을 생각해보세요.	자신이 편하고 즐거울 수 있는 방법을 생각해보시지 말입니다.
다시 극복해봐요.	다시 극복해보시지 말입니다.
후폭풍이 늦게 오는 게 아닐까요.	후폭풍이 늦게 오는 게 아니겠습니까.
마음을 글로 담기 참 어렵죠.	마음을 글로 담기 참 어렵습니다.
글을 쓰다보면 정리가 될 거예요.	글을 쓰다보면 정리가 될 겁니다.
당신을 위해 좋은 추억만 간직하세요.	당신을 위해 좋은 추억만 간직하시지 말입니다.
마음에 솔직한 사람이에요.	마음에 솔직한 사람입니다.
기대를 조금씩 버려보세요.	기대를 조금씩 버려보시지 말입니다.
자신을 사랑하며 기다리세요.	자신을 사랑하며 기다리시지 말입니다.
기다리는 거 힘들죠.	기다리는 거 힙듭니다.
몸도 마음도 쉬세요.	몸도 마음도 쉬시지 말입니다.
기다려보셨나봐요.	기다려보셨나봅니다.
뭐든 마음 먹는 대로 되지 않으니까요.	뭐든 마음 먹는 대로 되지 않지않습니까.
끝이 보이지 않아 더 힘들거예요.	끝이 보이지 않아 더 힘들겁니다.
자신에게 하는 말인가요.	자신에게 하는 말입니까.
기분 나쁠 거라 생각해요.	기분 나쁠 거라 생각합니다.
제가 힘이 되어 드릴게요.	제가 힘이 되어 드리겠습니다.
싱숭생숭한 하루였나요.	싱숭생숭한 하루였습니까.
혼자 사는 것보다 불편하겠죠.	혼자 사는 것보다 불편하겠잖습니까.
추억이 남겠죠.	추억이 남을겁니다.
시간이 약이 될 거예요.	시간이 약이 될 겁니다.
추억은 미화되기 마련이에요. 속박에서 벗어나세요.	추억은 미화되기 마련입니다. 속박에서 벗어나시지 말입니다.
다른일에 집중할 수 있으면 좋겠지만 쉽지 않지요.	다른일에 집중할 수 있으면 좋겠지만 쉽지 않습니다.
생각하지 않는편이 맘 편할지도 몰라요.	생각하지 않는편이 맘 편할지도 모릅니다.
천천히 지워질 거예요.	천천히 지워질 겁니다.
잘 먹고 잘 자요.	잘 먹고 잘 주무시지 말입니다.
잠 못 드는 밤인가봐요.	잠 못 드는 밤인가봅니다.
다른 기회가 올 거예요.	다른 기회가 올 겁니다.
긴 시간 만큼 힘들 겠지만 잘 이겨낼 수 있을 거예요.	긴 시간 만큼 힘들 겠지만 잘 이겨낼 수 있을 겁니다.
괜찮아질 거예요.	괜찮아질 겁니다.
긴 시간 만큼 힘들 겠지만 잘 이겨낼 수 있을 거예요.	긴 시간 만큼 힘들 겠지만 잘 이겨낼 수 있을 겁니다.
긴 연애였던 만큼 아플까 걱정이에요.	긴 연애였던 만큼 아플까 걱정입니다.
제게 말씀해보세요.	제게 말씀해보시지 말입니다.
천천히 보내도 돼요.	천천히 보내도 됩니다.
어느 결정을 하든 후회가 남기 마련이지요.	어느 결정을 하든 후회가 남기 마련입니다.
정량 다 채우면 괜찮아질 거예요.	정량 다 채우면 괜찮아질 겁니다.
후회하기 전에 연락해서 진심을 전해보세요.	후회하기 전에 연락해서 진심을 전해보시지 말입니다.
꿈이 웬수네요.	꿈이 웬수입니다.
피곤하겠어요.	피곤하겠습니다.
진짜 잊으세요.	진짜 잊으시지 말입니다.
이제 정말 끝일거예요.	이제 정말 끝일겁니다.
꿈은 무의식의 발현이죠.	꿈은 무의식의 발현입니다.
은연 중에 생각했나봐요.	은연 중에 생각했나봅니다.
생각을 했나봐요.	생각을 했나봅니다.
무슨 일이 있었나봐요.	무슨 일이 있었나봅니다.
잊을 수 있을 거예요.	잊을 수 있을 겁니다.
꿈에서 본다면 더 마음이 헛헛할 거예요.	꿈에서 본다면 더 마음이 헛헛할 겁니다.
꿈은 현실의 반대래요.	꿈은 현실의 반대랍니다.
다른 생각을 해보는건 어떨까요.	다른 생각을 해보는건 어떻겠습니까.
싱숭생숭하겠어요.	싱숭생숭하겠습니다.
꿈도 내 맘같으면 좋을텐데요.	꿈도 내 맘같으면 좋을텐데 말입니다.
정신차리세요.	정신차리시지 말입니다.
꿈에 나왔나요.	꿈에 나왔습니다.
여기까지였을 거예요.	여기까지였을 겁니다.
마음 단단히 잡으세요.	마음 단단히 잡으시지 말입니다.
또 다른 시작.	또 다른 시작.
좋은 사람 만납시다.	좋은 사람 만납시다.
갖고 노는 애들 제일 싫어요.	갖고 노는 애들 제일 싫습니다.
사랑 앞에선 진실된 모습이 좋아요.	사랑 앞에선 진실된 모습이 좋습니다.
사랑에는 유통기한이 있나봐요.	사랑에는 유통기한이 있나봅니다.
끝을 지날 수 있을 거예요.	끝을 지날 수 있을 겁니다.
끝이 보이고 있나요.	끝이 보이고 있습니까.
고민하고 있다면 그게 맞을거예요.	고민하고 있다면 그게 맞을겁니다.
수고 많았어요.	수고 많았습니다.
끝을 지날 수 있을 거예요.	끝을 지날 수 있을 겁니다.
맘고생 많았어요.	맘고생 많았습니다.
수고했어요.	수고했습니다.
연애하면서 힘들었겠어요.	연애하면서 힘들었겠습니다.
끝일지도 몰라요.	끝일지도 모릅니다.
마음의 끝은 아니니까요.	마음의 끝은 아니잖습니까.
언젠간 올 시기였을거예요.	언젠간 올 시기였을겁니다.
그럴 수 있을 거예요.	그럴 수 있을 겁니다.
후회하고 싶지 않다면 흔들리지 말아요.	후회하고 싶지 않다면 흔들리지 마시지 말입니다.
그럴 수 있어요.	그럴 수 있습니다.
마음의 짐을 좀 덜었길 바라요.	마음의 짐을 좀 덜었길 바랍니다.
무슨 일인지 말해주세요.	무슨 일인지 말해주시지 말입니다.
잘하고 있어요.	잘하고 있습니다.
자연스런 현상이에요.	자연스런 현상입니다.
흔들리지 말아요.	흔들리지 마시지 말입니다.
시간이 흐르고 편안해질 거예요.	시간이 흐르고 편안해질 겁니다.
같이 잡았던 끈이었을 거예요.	같이 잡았던 끈이었을 겁니다.
쉬었다가 가세요.	쉬었다가 가시지 말입니다.
괜찮은 사람이고 괜찮아질 거예요.	괜찮은 사람이고 괜찮아질 겁니다.
그렇게 생각하지 않을 거예요.	그렇게 생각하지 않을 겁니다.
이별은 그런 거니까요.	이별은 그런 거이잖습니까.
그게 부담일 수도 있어요.	그게 부담일 수도 있습니다.
구멍이 메워질 수 있을 거예요.	구멍이 메워질 수 있을 겁니다.
척이 아니라면 좋겠네요.	척이 아니라면 좋겠습니다.
현실의 벽에 부딪혔나봐요.	현실의 벽에 부딪혔나봅니다.
단순한 게 가장 좋을 때가 있습니다.	단순한 게 가장 좋을 때가 있습니다.
사랑은 재채기 같은 거니까요.	사랑은 재채기 같은 거이잖습니까.
차단하고 살아요.	차단하고 사시지 말입니다.
본인 마음 좀 지켜주세요.	본인 마음 좀 지켜주시지 말입니다.
알다가도 모르는게 인생이죠.	알다가도 모르는게 인생입니다.
차단하고 보지 마세요. 눈에서 멀어집시다.	차단하고 보지 마시지 말입니다. 눈에서 멀어지시지 말입니다.
인연이 거기까지인가봐요.	인연이 거기까지인가봅니다.
천천히 잊어가요.	천천히 잊어가시지 말입니다.
사랑했던 시간들이 말해주겠죠.	사랑했던 시간들이 말해줍니다.
삶은 선택의 연속인 걸요.	삶은 선택의 연속입니다.
당신에게는 선택권이 없네요.	당신에게는 선택권이 없습니다.
구질구질해도 괜찮아요.	구질구질해도 괜찮습니다.
그대로인 건 없어요.	그대로인 건 없습니다.
제자리 걸음이어도 괜찮아요.	제자리 걸음이어도 괜찮습니다.
마음이 약해 탈이네요.	마음이 약해 탈이십니다.
마음이 약해 탈이네요.	마음이 약해 탈이십니다.
더 사랑했나봐요.	더 사랑했나봅니다.
아닐 거예요.	아닐 겁니다.
더 사랑했나봐요.	더 사랑했나봅니다.
사람 속은 알기 힘들대요.	사람 속은 알기 힘들답니다.
끝까지 멋있네요.	끝까지 멋있으십니다.
꿈은 현실의 반대래요.	꿈은 현실의 반대랍니다.
나쁜 마음 버리세요.	나쁜 마음 버리시지 말입니다.
재활용도 안되는 사람에 대한 기억으로 괴로워 말아요.	재활용도 안되는 사람에 대한 기억으로 괴로워 마시지 말입니다.
절대 나약하지 않아요.	절대 나약하지 않습니다.
잊으세요.	잊으시지 말입니다.
오늘로 돌아오세요.	오늘로 돌아오시지 말입니다.
나의 장점.	나의 장점.
길지 않길 바랄게요.	길지 않길 바랍니다.
배려심을 가져보세요.	배려심을 가져보시지 말입니다.
